Serial Number:20485855 --

"Date Time, GMT -0400","Temp, (*F)","RH, (%)","DewPt, (*F)","Host Connect","EOF"
2019-12-30 12:45:00,102.50,47.62,78.84, , 
2019-12-30 13:00:00,101.88,47.30,78.08, , 
2019-12-30 13:15:00,104.20,44.78,78.51, , 
2019-12-30 13:30:00,98.87,49.41,76.66, , 
2019-12-30 13:45:00,96.40,52.97,76.49, , 
2019-12-30 14:00:00,95.39,53.13,75.65, , 
2019-12-30 14:15:00,96.09,53.47,76.49, , 
2019-12-30 14:30:00,96.09,52.94,76.19, , 
2019-12-30 14:45:00,96.24,51.86,75.71, , 
2019-12-30 15:00:00,96.86,53.03,76.95, , 
2019-12-30 15:15:00,94.00,55.36,75.61, , 
2019-12-30 15:30:00,92.00,58.01,75.14, , 
2019-12-30 15:45:00,91.76,58.01,74.93, , 
2019-12-30 16:00:00,89.52,60.88,74.28, , 
2019-12-30 16:15:00,88.52,61.80,73.78, , 
2019-12-30 16:30:00,86.59,64.61,73.28, , 
2019-12-30 16:45:00,84.81,65.91,72.19, , 
2019-12-30 17:00:00,83.89,68.77,72.57, , 
2019-12-30 17:15:00,83.04,68.68,71.72, , 
2019-12-30 17:30:00,81.65,71.48,71.57, , 
2019-12-30 17:45:00,81.11,72.83,71.61, , 
2019-12-30 18:00:00,80.49,74.66,71.75, , 
2019-12-30 18:15:00,79.87,76.17,71.75, , 
2019-12-30 18:30:00,79.64,77.05,71.86, , 
2019-12-30 18:45:00,79.41,77.48,71.80, , 
2019-12-30 19:00:00,79.25,77.86,71.79, , 
2019-12-30 19:15:00,79.18,80.10,72.56, , 
2019-12-30 19:30:00,78.71,80.71,72.33, , 
2019-12-30 19:45:00,78.48,81.02,72.22, , 
2019-12-30 20:00:00,79.10,80.62,72.68, , 
2019-12-30 20:15:00,79.25,79.79,72.52, , 
2019-12-30 20:30:00,79.10,80.10,72.49, , 
2019-12-30 20:45:00,78.95,80.73,72.57, , 
2019-12-30 21:00:00,78.64,81.13,72.41, , 
2019-12-30 21:15:00,78.40,80.99,72.14, , 
2019-12-30 21:30:00,78.71,80.99,72.44, , 
2019-12-30 21:45:00,78.64,80.51,72.18, , 
2019-12-30 22:00:00,78.71,80.99,72.44, , 
2019-12-30 22:15:00,78.02,81.53,71.96, , 
2019-12-30 22:30:00,77.56,85.55,72.93, , 
2019-12-30 22:45:00,77.48,85.41,72.81, , 
2019-12-30 23:00:00,77.32,84.96,72.50, , 
2019-12-30 23:15:00,77.25,85.52,72.62, , 
2019-12-30 23:30:00,77.17,85.50,72.53, , 
2019-12-30 23:45:00,77.17,85.92,72.68, , 
2019-12-31 00:00:00,77.25,85.52,72.62, , 
2019-12-31 00:15:00,77.25,85.41,72.58, , 
2019-12-31 00:30:00,77.25,85.50,72.61, , 
2019-12-31 00:45:00,77.09,85.38,72.42, , 
2019-12-31 01:00:00,77.09,85.50,72.46, , 
2019-12-31 01:15:00,77.09,85.92,72.60, , 
2019-12-31 01:30:00,77.01,85.92,72.53, , 
2019-12-31 01:45:00,76.94,86.34,72.60, , 
2019-12-31 02:00:00,76.94,86.25,72.57, , 
2019-12-31 02:15:00,76.78,85.92,72.30, , 
2019-12-31 02:30:00,76.55,85.86,72.05, , 
2019-12-31 02:45:00,76.24,86.62,72.01, , 
2019-12-31 03:00:00,76.09,87.04,72.00, , 
2019-12-31 03:15:00,76.24,87.95,72.46, , 
2019-12-31 03:30:00,76.17,87.06,72.09, , 
2019-12-31 03:45:00,76.17,87.06,72.09, , 
2019-12-31 04:00:00,76.24,87.59,72.34, , 
2019-12-31 04:15:00,76.24,87.48,72.30, , 
2019-12-31 04:30:00,76.24,87.51,72.31, , 
2019-12-31 04:45:00,76.17,87.51,72.24, , 
2019-12-31 05:00:00,76.17,87.95,72.39, , 
2019-12-31 05:15:00,76.24,87.62,72.35, , 
2019-12-31 05:30:00,76.17,88.04,72.42, , 
2019-12-31 05:45:00,76.09,87.59,72.19, , 
2019-12-31 06:00:00,76.09,87.93,72.30, , 
2019-12-31 06:15:00,76.24,88.84,72.76, , 
2019-12-31 06:30:00,75.93,88.90,72.48, , 
2019-12-31 06:45:00,75.70,89.20,72.35, , 
2019-12-31 07:00:00,75.86,88.43,72.24, , 
2019-12-31 07:15:00,76.78,87.23,72.75, , 
2019-12-31 07:30:00,77.86,84.99,73.04, , 
2019-12-31 07:45:00,79.56,83.07,74.02, , 
2019-12-31 08:00:00,81.65,80.59,75.15, , 
2019-12-31 08:15:00,83.58,76.96,75.64, , 
2019-12-31 08:30:00,85.66,73.92,76.44, , 
2019-12-31 08:45:00,87.98,69.18,76.66, , 
2019-12-31 09:00:00,86.90,70.61,76.24, , 
2019-12-31 09:15:00,89.76,66.63,77.22, , 
2019-12-31 09:30:00,91.07,65.00,77.71, , 
2019-12-31 09:45:00,94.39,60.54,78.68, , 
2019-12-31 10:00:00,94.08,58.72,77.46, , 
2019-12-31 10:15:00,92.30,60.36,76.63, , 
2019-12-31 10:30:00,95.55,57.54,78.21, , 
2019-12-31 10:45:00,97.01,55.64,78.55, , 
2019-12-31 11:00:00,97.25,54.35,78.06, , 
2019-12-31 11:15:00,101.57,49.60,79.25, , 
2019-12-31 11:30:00,103.96,47.40,80.03, , 
2019-12-31 11:45:00,104.97,46.98,80.67, , 
2019-12-31 12:00:00,108.13,43.55,81.19, , 
2019-12-31 12:15:00,107.05,43.49,80.18, , 
2019-12-31 12:30:00,107.59,45.21,81.86, , 
2019-12-31 12:45:00,105.66,46.21,80.79, , 
2019-12-31 13:00:00,102.65,47.56,78.94, , 
2019-12-31 13:15:00,104.97,44.27,78.85, , 
2019-12-31 13:30:00,101.65,47.75,78.15, , 
2019-12-31 13:45:00,102.19,46.27,77.69, , 
2019-12-31 14:00:00,101.57,47.24,77.75, , 
2019-12-31 14:15:00,98.87,48.90,76.35, , 
2019-12-31 14:30:00,94.16,54.38,75.22, , 
2019-12-31 14:45:00,92.46,57.82,75.48, , 
2019-12-31 15:00:00,89.99,58.87,73.71, , 
2019-12-31 15:15:00,90.45,59.71,74.57, , 
2019-12-31 15:30:00,91.30,58.97,74.99, , 
2019-12-31 15:45:00,91.22,59.22,75.04, , 
2019-12-31 16:00:00,89.60,60.39,74.11, , 
2019-12-31 16:15:00,87.52,62.20,73.03, , 
2019-12-31 16:30:00,86.05,64.06,72.52, , 
2019-12-31 16:45:00,85.12,65.46,72.28, , 
2019-12-31 17:00:00,84.12,66.09,71.62, , 
2019-12-31 17:15:00,83.12,67.87,71.44, , 
2019-12-31 17:30:00,82.11,70.23,71.50, , 
2019-12-31 17:45:00,81.18,71.39,71.09, , 
2019-12-31 18:00:00,80.80,71.45,70.75, , 
2019-12-31 18:15:00,80.10,71.39,70.05, , 
2019-12-31 18:30:00,79.49,71.83,69.64, , 
2019-12-31 18:45:00,78.56,73.98,69.62, , 
2019-12-31 19:00:00,78.10,74.60,69.41, , 
2019-12-31 19:15:00,77.94,75.04,69.44, , 
2019-12-31 19:30:00,77.63,75.82,69.44, , 
2019-12-31 19:45:00,77.40,77.31,69.79, , 
2019-12-31 20:00:00,77.32,78.23,70.06, , 
2019-12-31 20:15:00,77.25,79.53,70.47, , 
2019-12-31 20:30:00,77.32,79.62,70.58, , 
2019-12-31 20:45:00,77.56,79.93,70.92, , 
2019-12-31 21:00:00,77.79,80.99,71.53, , 
2019-12-31 21:15:00,77.86,81.85,71.92, , 
2019-12-31 21:30:00,77.79,81.96,71.89, , 
2019-12-31 21:45:00,77.86,81.33,71.73, , 
2019-12-31 22:00:00,77.86,80.93,71.59, , 
2019-12-31 22:15:00,78.02,79.13,71.07, , 
2019-12-31 22:30:00,78.17,80.10,71.58, , 
2019-12-31 22:45:00,78.25,79.10,71.29, , 
2019-12-31 23:00:00,78.25,79.21,71.33, , 
2019-12-31 23:15:00,78.25,78.15,70.93, , 
2019-12-31 23:30:00,78.02,78.15,70.70, , 
2019-12-31 23:45:00,77.79,78.12,70.47, , 
2020-01-01 00:00:00,77.71,77.80,70.27, , 
2020-01-01 00:15:00,77.79,77.71,70.32, , 
2020-01-01 00:30:00,77.79,77.71,70.32, , 
2020-01-01 00:45:00,78.02,77.25,70.36, , 
2020-01-01 01:00:00,78.17,77.74,70.70, , 
2020-01-01 01:15:00,78.17,78.78,71.09, , 
2020-01-01 01:30:00,78.33,79.62,71.55, , 
2020-01-01 01:45:00,78.48,80.05,71.86, , 
2020-01-01 02:00:00,78.48,80.56,72.05, , 
2020-01-01 02:15:00,78.40,80.99,72.14, , 
2020-01-01 02:30:00,78.40,81.56,72.34, , 
2020-01-01 02:45:00,78.25,82.36,72.48, , 
2020-01-01 03:00:00,78.02,80.56,71.60, , 
2020-01-01 03:15:00,76.40,80.31,69.93, , 
2020-01-01 03:30:00,75.70,81.59,69.72, , 
2020-01-01 03:45:00,75.24,82.56,69.61, , 
2020-01-01 04:00:00,75.16,85.69,70.63, , 
2020-01-01 04:15:00,75.24,85.61,70.68, , 
2020-01-01 04:30:00,75.39,86.62,71.17, , 
2020-01-01 04:45:00,75.70,87.98,71.94, , 
2020-01-01 05:00:00,76.17,87.62,72.27, , 
2020-01-01 05:15:00,76.47,87.98,72.70, , 
2020-01-01 05:30:00,76.71,87.57,72.79, , 
2020-01-01 05:45:00,76.86,87.23,72.83, , 
2020-01-01 06:00:00,77.01,86.84,72.84, , 
2020-01-01 06:15:00,77.01,86.73,72.81, , 
2020-01-01 06:30:00,77.01,85.95,72.54, , 
2020-01-01 06:45:00,77.17,85.50,72.53, , 
2020-01-01 07:00:00,77.32,85.41,72.66, , 
2020-01-01 07:15:00,77.63,84.99,72.81, , 
2020-01-01 07:30:00,78.10,85.05,73.29, , 
2020-01-01 07:45:00,78.79,83.78,73.52, , 
2020-01-01 08:00:00,79.64,82.62,73.93, , 
2020-01-01 08:15:00,80.88,78.64,73.66, , 
2020-01-01 08:30:00,83.19,77.02,75.29, , 
2020-01-01 08:45:00,83.04,76.96,75.12, , 
2020-01-01 09:00:00,82.34,76.41,74.23, , 
2020-01-01 09:15:00,83.04,74.66,74.20, , 
2020-01-01 09:30:00,83.81,74.13,74.74, , 
2020-01-01 09:45:00,85.66,70.97,75.21, , 
2020-01-01 10:00:00,90.45,64.70,76.98, , 
2020-01-01 10:15:00,94.16,57.98,77.14, , 
2020-01-01 10:30:00,93.69,58.44,76.95, , 
2020-01-01 10:45:00,97.63,55.42,79.01, , 
2020-01-01 11:00:00,100.03,52.15,79.36, , 
2020-01-01 11:15:00,100.57,51.20,79.29, , 
2020-01-01 11:30:00,102.81,49.51,80.31, , 
2020-01-01 11:45:00,104.35,46.95,80.09, , 
2020-01-01 12:00:00,105.51,46.14,80.61, , 
2020-01-01 12:15:00,102.42,46.82,78.26, , 
2020-01-01 12:30:00,99.64,49.83,77.62, , 
2020-01-01 12:45:00,98.48,50.53,76.98, , 
2020-01-01 13:00:00,101.57,46.69,77.40, , 
2020-01-01 13:15:00,104.12,41.17,75.89, , 
2020-01-01 13:30:00,104.12,41.96,76.46, , 
2020-01-01 13:45:00,104.81,41.47,76.73, , 
2020-01-01 14:00:00,103.89,42.48,76.63, , 
2020-01-01 14:15:00,102.81,43.88,76.64, , 
2020-01-01 14:30:00,103.42,42.02,75.89, , 
2020-01-01 14:45:00,103.73,43.39,77.13, , 
2020-01-01 15:00:00,103.19,44.10,77.14, , 
2020-01-01 15:15:00,101.96,44.85,76.53, , 
2020-01-01 15:30:00,98.17,48.90,75.71, , 
2020-01-01 15:45:00,96.94,49.83,75.15, , 
2020-01-01 16:00:00,92.00,55.98,74.08, , 
2020-01-01 16:15:00,90.61,57.39,73.52, , 
2020-01-01 16:30:00,87.75,61.71,73.01, , 
2020-01-01 16:45:00,85.82,65.03,72.75, , 
2020-01-01 17:00:00,84.74,66.87,72.55, , 
2020-01-01 17:15:00,83.66,68.92,72.41, , 
2020-01-01 17:30:00,82.88,70.35,72.29, , 
2020-01-01 17:45:00,82.03,72.13,72.21, , 
2020-01-01 18:00:00,81.26,73.83,72.16, , 
2020-01-01 18:15:00,80.80,74.36,71.93, , 
2020-01-01 18:30:00,80.34,75.24,71.83, , 
2020-01-01 18:45:00,80.03,75.56,71.66, , 
2020-01-01 19:00:00,79.72,76.12,71.57, , 
2020-01-01 19:15:00,79.56,76.90,71.73, , 
2020-01-01 19:30:00,79.10,78.38,71.84, , 
2020-01-01 19:45:00,79.02,78.78,71.92, , 
2020-01-01 20:00:00,79.02,78.29,71.73, , 
2020-01-01 20:15:00,78.95,78.41,71.70, , 
2020-01-01 20:30:00,79.10,78.84,72.01, , 
2020-01-01 20:45:00,79.49,78.46,72.25, , 
2020-01-01 21:00:00,79.64,76.93,71.81, , 
2020-01-01 21:15:00,79.56,76.61,71.62, , 
2020-01-01 21:30:00,79.56,77.54,71.97, , 
2020-01-01 21:45:00,79.64,76.47,71.63, , 
2020-01-01 22:00:00,79.56,76.44,71.55, , 
2020-01-01 22:15:00,79.49,76.96,71.67, , 
2020-01-01 22:30:00,79.64,77.57,72.06, , 
2020-01-01 22:45:00,79.56,77.92,72.12, , 
2020-01-01 23:00:00,79.41,77.83,71.93, , 
2020-01-01 23:15:00,79.10,77.92,71.67, , 
2020-01-01 23:30:00,78.79,79.21,71.85, , 
2020-01-01 23:45:00,78.64,79.59,71.84, , 
2020-01-02 00:00:00,78.33,81.56,72.27, , 
2020-01-02 00:15:00,78.17,82.30,72.39, , 
2020-01-02 00:30:00,78.10,81.99,72.20, , 
2020-01-02 00:45:00,78.10,81.53,72.03, , 
2020-01-02 01:00:00,77.94,81.85,72.00, , 
2020-01-02 01:15:00,77.94,82.27,72.15, , 
2020-01-02 01:30:00,77.63,82.81,72.04, , 
2020-01-02 01:45:00,77.17,83.24,71.74, , 
2020-01-02 02:00:00,77.01,83.58,71.71, , 
2020-01-02 02:15:00,76.78,83.52,71.46, , 
2020-01-02 02:30:00,76.94,83.66,71.66, , 
2020-01-02 02:45:00,77.09,82.67,71.46, , 
2020-01-02 03:00:00,77.48,82.39,71.74, , 
2020-01-02 03:15:00,77.71,81.93,71.80, , 
2020-01-02 03:30:00,77.71,81.31,71.57, , 
2020-01-02 03:45:00,77.79,81.39,71.68, , 
2020-01-02 04:00:00,77.63,80.85,71.33, , 
2020-01-02 04:15:00,77.40,81.91,71.49, , 
2020-01-02 04:30:00,77.09,82.33,71.34, , 
2020-01-02 04:45:00,76.86,82.19,71.06, , 
2020-01-02 05:00:00,76.47,83.16,71.03, , 
2020-01-02 05:15:00,76.09,83.92,70.92, , 
2020-01-02 05:30:00,76.01,84.00,70.88, , 
2020-01-02 05:45:00,76.01,84.43,71.02, , 
2020-01-02 06:00:00,76.17,84.34,71.15, , 
2020-01-02 06:15:00,76.47,84.06,71.35, , 
2020-01-02 06:30:00,76.55,83.64,71.28, , 
2020-01-02 06:45:00,76.63,83.49,71.30, , 
2020-01-02 07:00:00,76.78,84.12,71.67, , 
2020-01-02 07:15:00,77.56,85.55,72.93, , 
2020-01-02 07:30:00,78.17,83.38,72.77, , 
2020-01-02 07:45:00,78.95,81.99,73.03, , 
2020-01-02 08:00:00,79.87,80.31,73.31, , 
2020-01-02 08:15:00,81.03,76.67,73.06, , 
2020-01-02 08:30:00,82.50,77.31,74.73, , 
2020-01-02 08:45:00,87.13,68.62,75.60, , 
2020-01-02 09:00:00,90.45,63.45,76.39, , 
2020-01-02 09:15:00,90.68,62.23,76.03, , 
2020-01-02 09:30:00,91.92,60.33,76.25, , 
2020-01-02 09:45:00,93.62,57.14,76.20, , 
2020-01-02 10:00:00,96.32,54.29,77.16, , 
2020-01-02 10:15:00,97.01,53.00,77.08, , 
2020-01-02 10:30:00,91.53,59.74,75.60, , 
2020-01-02 10:45:00,90.61,60.97,75.34, , 
2020-01-02 11:00:00,95.08,55.95,76.93, , 
2020-01-02 11:15:00,97.17,52.49,76.93, , 
2020-01-02 11:30:00,99.49,50.53,77.90, , 
2020-01-02 11:45:00,100.49,48.29,77.44, , 
2020-01-02 12:00:00,100.95,48.84,78.21, , 
2020-01-02 12:15:00,97.48,50.91,76.29, , 
2020-01-02 12:30:00,97.01,52.49,76.79, , 
2020-01-02 12:45:00,100.10,48.45,77.19, , 
2020-01-02 13:00:00,103.27,45.17,77.94, , 
2020-01-02 13:15:00,104.58,44.20,78.46, , 
2020-01-02 13:30:00,98.79,48.61,76.10, , 
2020-01-02 13:45:00,97.71,50.66,76.35, , 
2020-01-02 14:00:00,99.87,47.91,76.64, , 
2020-01-02 14:15:00,98.17,50.43,76.64, , 
2020-01-02 14:30:00,100.26,49.25,77.83, , 
2020-01-02 14:45:00,99.72,49.29,77.36, , 
2020-01-02 15:00:00,96.24,52.43,76.04, , 
2020-01-02 15:15:00,87.67,65.94,74.92, , 
2020-01-02 15:30:00,84.81,69.93,73.96, , 
2020-01-02 15:45:00,84.27,72.30,74.44, , 
2020-01-02 16:00:00,82.88,73.22,73.47, , 
2020-01-02 16:15:00,82.34,74.51,73.48, , 
2020-01-02 16:30:00,82.27,74.04,73.21, , 
2020-01-02 16:45:00,81.65,74.98,72.99, , 
2020-01-02 17:00:00,81.42,74.77,72.69, , 
2020-01-02 17:15:00,81.49,74.83,72.78, , 
2020-01-02 17:30:00,81.03,75.27,72.51, , 
2020-01-02 17:45:00,80.49,75.80,72.19, , 
2020-01-02 18:00:00,79.87,76.52,71.88, , 
2020-01-02 18:15:00,79.25,76.06,71.10, , 
2020-01-02 18:30:00,78.87,77.42,71.25, , 
2020-01-02 18:45:00,78.33,77.83,70.88, , 
2020-01-02 19:00:00,78.10,77.68,70.60, , 
2020-01-02 19:15:00,77.71,78.55,70.56, , 
2020-01-02 19:30:00,77.48,78.98,70.49, , 
2020-01-02 19:45:00,77.17,79.13,70.25, , 
2020-01-02 20:00:00,77.09,79.47,70.30, , 
2020-01-02 20:15:00,77.01,80.05,70.44, , 
2020-01-02 20:30:00,77.01,80.51,70.60, , 
2020-01-02 20:45:00,77.01,80.85,70.73, , 
2020-01-02 21:00:00,76.94,81.22,70.79, , 
2020-01-02 21:15:00,76.86,81.33,70.75, , 
2020-01-02 21:30:00,76.71,81.71,70.74, , 
2020-01-02 21:45:00,76.94,80.48,70.52, , 
2020-01-02 22:00:00,77.17,79.99,70.56, , 
2020-01-02 22:15:00,77.71,79.65,70.96, , 
2020-01-02 22:30:00,78.02,79.13,71.07, , 
2020-01-02 22:45:00,78.17,78.61,71.03, , 
2020-01-02 23:00:00,78.17,77.80,70.72, , 
2020-01-02 23:15:00,78.25,78.78,71.17, , 
2020-01-02 23:30:00,78.10,77.86,70.67, , 
2020-01-02 23:45:00,77.94,78.64,70.81, , 
2020-01-03 00:00:00,77.56,79.99,70.94, , 
2020-01-03 00:15:00,77.32,80.36,70.85, , 
2020-01-03 00:30:00,77.09,80.79,70.78, , 
2020-01-03 00:45:00,76.86,80.88,70.59, , 
2020-01-03 01:00:00,76.71,81.19,70.55, , 
2020-01-03 01:15:00,76.94,81.33,70.83, , 
2020-01-03 01:30:00,76.78,81.28,70.66, , 
2020-01-03 01:45:00,76.71,81.79,70.77, , 
2020-01-03 02:00:00,76.86,81.22,70.71, , 
2020-01-03 02:15:00,76.71,82.27,70.94, , 
2020-01-03 02:30:00,76.71,81.82,70.78, , 
2020-01-03 02:45:00,76.63,83.07,71.15, , 
2020-01-03 03:00:00,76.47,83.16,71.03, , 
2020-01-03 03:15:00,76.63,83.04,71.14, , 
2020-01-03 03:30:00,76.63,82.59,70.98, , 
2020-01-03 03:45:00,76.71,82.27,70.94, , 
2020-01-03 04:00:00,76.71,80.79,70.41, , 
2020-01-03 04:15:00,76.55,80.45,70.13, , 
2020-01-03 04:30:00,76.47,79.79,69.81, , 
2020-01-03 04:45:00,76.32,81.22,70.19, , 
2020-01-03 05:00:00,76.47,81.68,70.50, , 
2020-01-03 05:15:00,76.47,80.82,70.19, , 
2020-01-03 05:30:00,76.47,80.88,70.21, , 
2020-01-03 05:45:00,76.71,80.91,70.45, , 
2020-01-03 06:00:00,77.01,79.93,70.39, , 
2020-01-03 06:15:00,77.09,79.47,70.30, , 
2020-01-03 06:30:00,77.32,78.06,70.00, , 
2020-01-03 06:45:00,77.17,79.07,70.22, , 
2020-01-03 07:00:00,77.09,80.05,70.51, , 
2020-01-03 07:15:00,77.79,79.04,70.81, , 
2020-01-03 07:30:00,78.56,78.84,71.49, , 
2020-01-03 07:45:00,79.10,76.93,71.29, , 
2020-01-03 08:00:00,78.02,80.56,71.60, , 
2020-01-03 08:15:00,78.48,81.53,72.41, , 
2020-01-03 08:30:00,80.49,77.19,72.74, , 
2020-01-03 08:45:00,80.18,78.49,72.93, , 
2020-01-03 09:00:00,81.80,75.33,73.28, , 
2020-01-03 09:15:00,84.66,70.38,74.00, , 
2020-01-03 09:30:00,84.89,72.95,75.30, , 
2020-01-03 09:45:00,89.29,67.09,76.98, , 
2020-01-03 10:00:00,85.97,70.17,75.17, , 
2020-01-03 10:15:00,85.12,68.47,73.62, , 
2020-01-03 10:30:00,84.58,70.41,73.94, , 
2020-01-03 10:45:00,89.29,67.33,77.09, , 
2020-01-03 11:00:00,88.83,64.55,75.38, , 
2020-01-03 11:15:00,88.06,64.97,74.84, , 
2020-01-03 11:30:00,89.83,62.41,75.31, , 
2020-01-03 11:45:00,88.52,65.52,75.53, , 
2020-01-03 12:00:00,91.30,61.52,76.26, , 
2020-01-03 12:15:00,91.30,61.28,76.14, , 
2020-01-03 12:30:00,86.90,65.61,74.04, , 
2020-01-03 12:45:00,86.13,63.57,72.37, , 
2020-01-03 13:00:00,87.67,63.70,73.88, , 
2020-01-03 13:15:00,89.83,60.66,74.46, , 
2020-01-03 13:30:00,90.22,61.19,75.08, , 
2020-01-03 13:45:00,87.98,65.97,75.23, , 
2020-01-03 14:00:00,85.12,66.66,72.83, , 
2020-01-03 14:15:00,83.66,71.86,73.66, , 
2020-01-03 14:30:00,80.64,76.73,72.71, , 
2020-01-03 14:45:00,81.42,77.19,73.63, , 
2020-01-03 15:00:00,82.42,74.51,73.55, , 
2020-01-03 15:15:00,83.27,73.98,74.16, , 
2020-01-03 15:30:00,84.27,69.51,73.26, , 
2020-01-03 15:45:00,84.04,70.82,73.60, , 
2020-01-03 16:00:00,84.81,69.48,73.76, , 
2020-01-03 16:15:00,81.96,72.07,72.11, , 
2020-01-03 16:30:00,81.65,74.01,72.61, , 
2020-01-03 16:45:00,80.03,77.94,72.58, , 
2020-01-03 17:00:00,78.33,80.48,71.87, , 
2020-01-03 17:15:00,77.94,81.85,72.00, , 
2020-01-03 17:30:00,77.94,82.42,72.20, , 
2020-01-03 17:45:00,77.86,81.33,71.73, , 
2020-01-03 18:00:00,77.86,80.93,71.59, , 
2020-01-03 18:15:00,78.02,81.02,71.77, , 
2020-01-03 18:30:00,77.94,81.33,71.81, , 
2020-01-03 18:45:00,77.94,79.56,71.16, , 
2020-01-03 19:00:00,78.02,79.70,71.29, , 
2020-01-03 19:15:00,77.86,80.99,71.61, , 
2020-01-03 19:30:00,77.86,80.08,71.27, , 
2020-01-03 19:45:00,77.86,81.82,71.91, , 
2020-01-03 20:00:00,76.78,83.98,71.62, , 
2020-01-03 20:15:00,76.63,83.61,71.34, , 
2020-01-03 20:30:00,76.78,83.55,71.47, , 
2020-01-03 20:45:00,76.94,82.62,71.29, , 
2020-01-03 21:00:00,76.86,82.64,71.23, , 
2020-01-03 21:15:00,75.70,84.74,70.83, , 
2020-01-03 21:30:00,75.16,85.69,70.63, , 
2020-01-03 21:45:00,75.62,85.30,70.95, , 
2020-01-03 22:00:00,76.24,82.22,70.47, , 
2020-01-03 22:15:00,76.55,81.71,70.59, , 
2020-01-03 22:30:00,76.17,84.91,71.34, , 
2020-01-03 22:45:00,75.78,86.67,71.57, , 
2020-01-03 23:00:00,76.01,82.96,70.51, , 
2020-01-03 23:15:00,76.47,82.22,70.70, , 
2020-01-03 23:30:00,76.71,81.31,70.59, , 
2020-01-03 23:45:00,76.32,85.83,71.82, , 
2020-01-04 00:00:00,75.55,87.06,71.48, , 
2020-01-04 00:15:00,74.93,88.34,71.30, , 
2020-01-04 00:30:00,75.08,88.79,71.60, , 
2020-01-04 00:45:00,75.32,88.40,71.70, , 
2020-01-04 01:00:00,75.32,85.61,70.75, , 
2020-01-04 01:15:00,75.24,86.48,70.97, , 
2020-01-04 01:30:00,75.55,86.20,71.18, , 
2020-01-04 01:45:00,75.24,86.06,70.83, , 
2020-01-04 02:00:00,75.01,87.45,71.08, , 
2020-01-04 02:15:00,75.08,86.59,70.86, , 
2020-01-04 02:30:00,75.32,86.50,71.06, , 
2020-01-04 02:45:00,75.32,86.50,71.06, , 
2020-01-04 03:00:00,75.47,86.06,71.06, , 
2020-01-04 03:15:00,75.47,83.92,70.32, , 
2020-01-04 03:30:00,75.78,81.13,69.63, , 
2020-01-04 03:45:00,76.09,79.87,69.47, , 
2020-01-04 04:00:00,76.09,84.34,71.07, , 
2020-01-04 04:15:00,75.78,83.41,70.44, , 
2020-01-04 04:30:00,75.70,80.62,69.37, , 
2020-01-04 04:45:00,75.70,78.95,68.76, , 
2020-01-04 05:00:00,75.47,80.31,69.03, , 
2020-01-04 05:15:00,75.47,80.71,69.17, , 
2020-01-04 05:30:00,75.39,80.59,69.05, , 
2020-01-04 05:45:00,75.32,81.19,69.20, , 
2020-01-04 06:00:00,75.47,81.16,69.34, , 
2020-01-04 06:15:00,75.62,81.08,69.46, , 
2020-01-04 06:30:00,75.93,81.16,69.79, , 
2020-01-04 06:45:00,76.24,81.73,70.30, , 
2020-01-04 07:00:00,76.40,81.65,70.42, , 
2020-01-04 07:15:00,77.17,80.51,70.75, , 
2020-01-04 07:30:00,77.94,76.79,70.11, , 
2020-01-04 07:45:00,78.17,77.80,70.72, , 
2020-01-04 08:00:00,79.41,77.42,71.78, , 
2020-01-04 08:15:00,81.18,75.27,72.66, , 
2020-01-04 08:30:00,82.57,72.13,72.73, , 
2020-01-04 08:45:00,83.89,70.85,73.46, , 
2020-01-04 09:00:00,86.59,68.14,74.87, , 
2020-01-04 09:15:00,87.36,65.43,74.39, , 
2020-01-04 09:30:00,92.23,60.36,76.56, , 
2020-01-04 09:45:00,91.07,60.76,75.67, , 
2020-01-04 10:00:00,90.22,61.19,75.08, , 
2020-01-04 10:15:00,91.15,61.28,76.00, , 
2020-01-04 10:30:00,94.39,56.45,76.55, , 
2020-01-04 10:45:00,88.52,64.03,74.84, , 
2020-01-04 11:00:00,86.98,65.12,73.89, , 
2020-01-04 11:15:00,88.37,62.02,73.74, , 
2020-01-04 11:30:00,88.60,61.31,73.62, , 
2020-01-04 11:45:00,91.15,59.46,75.09, , 
2020-01-04 12:00:00,95.16,53.94,75.90, , 
2020-01-04 12:15:00,95.08,54.92,76.37, , 
2020-01-04 12:30:00,92.00,56.73,74.48, , 
2020-01-04 12:45:00,88.98,61.59,74.12, , 
2020-01-04 13:00:00,91.61,57.51,74.53, , 
2020-01-04 13:15:00,91.15,57.73,74.21, , 
2020-01-04 13:30:00,91.92,57.26,74.68, , 
2020-01-04 13:45:00,91.07,58.19,74.37, , 
2020-01-04 14:00:00,90.22,59.93,74.46, , 
2020-01-04 14:15:00,89.83,60.14,74.20, , 
2020-01-04 14:30:00,88.44,62.29,73.95, , 
2020-01-04 14:45:00,91.22,57.73,74.28, , 
2020-01-04 15:00:00,91.38,57.45,74.28, , 
2020-01-04 15:15:00,90.53,57.63,73.58, , 
2020-01-04 15:30:00,88.68,60.54,73.31, , 
2020-01-04 15:45:00,87.59,57.67,70.86, , 
2020-01-04 16:00:00,87.52,60.45,72.18, , 
2020-01-04 16:15:00,86.13,64.06,72.59, , 
2020-01-04 16:30:00,78.95,75.50,70.59, , 
2020-01-04 16:45:00,77.56,74.36,68.80, , 
