Serial Number:20485855 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Host Connect","Button Down","EOF"
2020-01-06 16:15:00,30.07,62.08,22.03, , , 
2020-01-06 16:30:00,29.08,62.41,21.19, , , 
2020-01-06 16:45:00,28.14,66.42,21.32, , , 
2020-01-06 17:00:00,27.45,67.30,20.88, , , 
2020-01-06 17:15:00,27.28,67.21,20.69, , , 
2020-01-06 17:30:00,26.68,68.89,20.52, , , 
2020-01-06 17:45:00,26.17,70.35,20.37, , , 
2020-01-06 18:00:00,25.91,69.69,19.97, , , 
2020-01-06 18:15:00,25.69,71.18,20.11, , , 
2020-01-06 18:30:00,25.61,71.06,20.00, , , 
2020-01-06 18:45:00,25.39,71.18,19.82, , , 
2020-01-06 19:00:00,25.44,72.07,20.06, , , 
2020-01-06 19:15:00,25.44,73.42,20.36, , , 
2020-01-06 19:30:00,25.52,72.51,20.24, , , 
2020-01-06 19:45:00,25.57,72.21,20.22, , , 
2020-01-06 20:00:00,25.57,72.69,20.32, , , 
2020-01-06 20:15:00,25.52,73.07,20.37, , , 
2020-01-06 20:30:00,25.48,73.04,20.32, , , 
2020-01-06 20:45:00,25.39,73.07,20.24, , , 
2020-01-06 21:00:00,25.35,74.89,20.60, , , 
2020-01-06 21:15:00,25.31,73.57,20.27, , , 
2020-01-06 21:30:00,25.31,74.95,20.57, , , 
2020-01-06 21:45:00,25.44,74.48,20.59, , , 
2020-01-06 22:00:00,25.48,75.04,20.76, , , 
2020-01-06 22:15:00,25.39,74.83,20.63, , , 
2020-01-06 22:30:00,25.52,75.04,20.80, , , 
2020-01-06 22:45:00,25.44,75.36,20.78, , , 
2020-01-06 23:00:00,25.39,75.77,20.83, , , 
2020-01-06 23:15:00,25.39,74.95,20.65, , , 
2020-01-06 23:30:00,25.39,73.45,20.33, , , 
2020-01-06 23:45:00,25.05,77.16,20.80, , , 
2020-01-07 00:00:00,24.97,75.80,20.42, , , 
2020-01-07 00:15:00,25.01,74.83,20.26, , , 
2020-01-07 00:30:00,24.88,73.45,19.83, , , 
2020-01-07 00:45:00,24.79,75.24,20.14, , , 
2020-01-07 01:00:00,24.84,75.36,20.20, , , 
2020-01-07 01:15:00,24.97,74.33,20.11, , , 
2020-01-07 01:30:00,24.88,73.51,19.84, , , 
2020-01-07 01:45:00,24.75,74.89,20.02, , , 
2020-01-07 02:00:00,24.75,74.25,19.88, , , 
2020-01-07 02:15:00,24.62,74.80,19.88, , , 
2020-01-07 02:30:00,24.58,74.39,19.75, , , 
2020-01-07 02:45:00,24.41,75.56,19.83, , , 
2020-01-07 03:00:00,24.32,75.56,19.75, , , 
2020-01-07 03:15:00,24.36,76.55,20.00, , , 
2020-01-07 03:30:00,24.54,76.17,20.09, , , 
2020-01-07 03:45:00,24.62,77.13,20.37, , , 
2020-01-07 04:00:00,24.28,80.28,20.69, , , 
2020-01-07 04:15:00,24.11,79.39,20.34, , , 
2020-01-07 04:30:00,24.11,79.39,20.34, , , 
2020-01-07 04:45:00,24.24,80.22,20.64, , , 
2020-01-07 05:00:00,24.24,77.45,20.07, , , 
2020-01-07 05:15:00,24.19,76.58,19.84, , , 
2020-01-07 05:30:00,24.11,76.90,19.83, , , 
2020-01-07 05:45:00,23.98,77.05,19.73, , , 
2020-01-07 06:00:00,23.98,77.92,19.91, , , 
2020-01-07 06:15:00,24.06,78.35,20.09, , , 
2020-01-07 06:30:00,24.24,77.86,20.15, , , 
2020-01-07 06:45:00,24.45,79.36,20.67, , , 
2020-01-07 07:00:00,24.58,77.94,20.50, , , 
2020-01-07 07:15:00,24.88,78.00,20.81, , , 
2020-01-07 07:30:00,26.08,75.91,21.53, , , 
2020-01-07 07:45:00,26.68,74.69,21.84, , , 
2020-01-07 08:00:00,26.42,76.03,21.88, , , 
2020-01-07 08:15:00,25.95,76.99,21.63, , , 
2020-01-07 08:30:00,24.88,80.31,21.28, , , 
2020-01-07 08:45:00,25.31,79.47,21.53, , , 
2020-01-07 09:00:00,26.42,76.90,22.07, , , 
2020-01-07 09:15:00,28.18,70.17,22.26, , , 
2020-01-07 09:30:00,29.34,70.44,23.43, , , 
2020-01-07 09:45:00,29.60,66.69,22.77, , , 
2020-01-07 10:00:00,29.43,68.11,22.95, , , 
2020-01-07 10:15:00,29.00,67.84,22.48, , , 
2020-01-07 10:30:00,28.65,69.30,22.50, , , 
2020-01-07 10:45:00,33.12,57.73,23.69, , , 
2020-01-07 11:00:00,32.47,59.18,23.50, , , 
2020-01-07 11:15:00,33.42,57.51,23.91, , , 
2020-01-07 11:30:00,34.49,55.11,24.19, , , 
2020-01-07 11:45:00,34.49,54.89,24.12, , , 
2020-01-07 12:00:00,34.32,54.32,23.79, , , 
2020-01-07 12:15:00,35.30,51.04,23.66, , , 
2020-01-07 12:30:00,36.12,50.40,24.20, , , 
2020-01-07 12:45:00,35.78,51.16,24.14, , , 
2020-01-07 13:00:00,35.65,50.37,23.76, , , 
2020-01-07 13:15:00,36.42,49.92,24.32, , , 
2020-01-07 13:30:00,36.16,49.09,23.80, , , 
2020-01-07 13:45:00,36.51,48.10,23.77, , , 
2020-01-07 14:00:00,36.98,46.50,23.64, , , 
2020-01-07 14:15:00,35.60,49.03,23.27, , , 
2020-01-07 14:30:00,35.78,49.06,23.44, , , 
2020-01-07 14:45:00,35.26,49.70,23.18, , , 
2020-01-07 15:00:00,35.22,50.05,23.26, , , 
2020-01-07 15:15:00,34.49,50.91,22.87, , , 
2020-01-07 15:30:00,34.02,51.92,22.77, , , 
2020-01-07 15:45:00,33.63,53.19,22.81, , , 
2020-01-07 16:00:00,32.56,54.35,22.17, , , 
2020-01-07 16:15:00,30.93,58.44,21.85, , , 
2020-01-07 16:30:00,30.63,58.91,21.70, , , 
2020-01-07 16:45:00,29.73,64.76,22.41, , , 
2020-01-07 17:00:00,28.70,67.84,22.19, , , 
2020-01-07 17:15:00,28.40,69.36,22.27, , , 
2020-01-07 17:30:00,28.10,69.63,22.05, , , 
2020-01-07 17:45:00,27.67,68.71,21.42, , , 
2020-01-07 18:00:00,27.11,70.02,21.20, , , 
2020-01-07 18:15:00,26.77,70.79,21.05, , , 
2020-01-07 18:30:00,26.60,73.36,21.46, , , 
2020-01-07 18:45:00,26.47,72.27,21.10, , , 
2020-01-07 19:00:00,26.34,73.28,21.20, , , 
2020-01-07 19:15:00,26.25,73.57,21.18, , , 
2020-01-07 19:30:00,26.12,73.75,21.09, , , 
2020-01-07 19:45:00,26.12,74.69,21.30, , , 
2020-01-07 20:00:00,26.04,73.69,21.00, , , 
2020-01-07 20:15:00,25.91,74.66,21.09, , , 
2020-01-07 20:30:00,25.82,74.57,20.99, , , 
2020-01-07 20:45:00,25.78,74.98,21.03, , , 
2020-01-07 21:00:00,25.82,73.63,20.78, , , 
2020-01-07 21:15:00,25.82,74.51,20.97, , , 
2020-01-07 21:30:00,25.87,71.71,20.39, , , 
2020-01-07 21:45:00,25.65,74.48,20.80, , , 
2020-01-07 22:00:00,25.35,79.01,21.47, , , 
2020-01-07 22:15:00,25.39,77.80,21.26, , , 
2020-01-07 22:30:00,24.97,79.85,21.27, , , 
2020-01-07 22:45:00,25.09,79.07,21.24, , , 
2020-01-07 23:00:00,25.39,75.94,20.87, , , 
2020-01-07 23:15:00,25.35,78.72,21.41, , , 
2020-01-07 23:30:00,24.92,80.02,21.26, , , 
2020-01-07 23:45:00,24.62,80.76,21.12, , , 
2020-01-08 00:00:00,24.75,82.16,21.53, , , 
2020-01-08 00:15:00,24.97,81.73,21.65, , , 
2020-01-08 00:30:00,24.49,84.46,21.73, , , 
2020-01-08 00:45:00,24.32,85.64,21.79, , , 
2020-01-08 01:00:00,24.41,85.36,21.82, , , 
2020-01-08 01:15:00,24.45,84.88,21.77, , , 
2020-01-08 01:30:00,24.54,82.56,21.40, , , 
2020-01-08 01:45:00,24.66,81.33,21.28, , , 
2020-01-08 02:00:00,24.75,81.79,21.45, , , 
2020-01-08 02:15:00,24.84,80.85,21.35, , , 
2020-01-08 02:30:00,25.01,78.61,21.06, , , 
2020-01-08 02:45:00,24.88,81.39,21.50, , , 
2020-01-08 03:00:00,24.75,80.73,21.24, , , 
2020-01-08 03:15:00,24.75,79.53,21.00, , , 
2020-01-08 03:30:00,24.75,80.85,21.27, , , 
2020-01-08 03:45:00,24.71,78.06,20.65, , , 
2020-01-08 04:00:00,24.84,77.97,20.76, , , 
2020-01-08 04:15:00,24.92,77.71,20.79, , , 
2020-01-08 04:30:00,24.92,79.39,21.13, , , 
2020-01-08 04:45:00,24.88,74.45,20.05, , , 
2020-01-08 05:00:00,24.62,77.54,20.46, , , 
2020-01-08 05:15:00,24.71,70.97,19.11, , , 
2020-01-08 05:30:00,24.92,72.98,19.77, , , 
2020-01-08 05:45:00,24.62,77.60,20.47, , , 
2020-01-08 06:00:00,24.58,78.84,20.69, , , 
2020-01-08 06:15:00,24.79,77.68,20.66, , , 
2020-01-08 06:30:00,24.84,75.77,20.29, , , 
2020-01-08 06:45:00,24.88,76.73,20.54, , , 
2020-01-08 07:00:00,25.09,76.76,20.75, , , 
2020-01-08 07:15:00,25.57,75.39,20.92, , , 
2020-01-08 07:30:00,26.21,74.10,21.26, , , 
2020-01-08 07:45:00,26.90,73.34,21.75, , , 
2020-01-08 08:00:00,27.41,71.50,21.83, , , 
2020-01-08 08:15:00,27.84,69.57,21.79, , , 
2020-01-08 08:30:00,27.97,67.75,21.48, , , 
2020-01-08 08:45:00,29.00,67.36,22.36, , , 
2020-01-08 09:00:00,30.46,63.39,22.74, , , 
2020-01-08 09:15:00,31.96,60.88,23.49, , , 
2020-01-08 09:30:00,32.82,59.22,23.83, , , 
2020-01-08 09:45:00,33.67,55.54,23.57, , , 
2020-01-08 10:00:00,34.23,53.79,23.55, , , 
2020-01-08 10:15:00,33.55,57.04,23.89, , , 
2020-01-08 10:30:00,35.43,54.76,24.96, , , 
2020-01-08 10:45:00,35.18,53.16,24.22, , , 
2020-01-08 11:00:00,35.26,53.41,24.38, , , 
2020-01-08 11:15:00,34.15,55.36,23.95, , , 
2020-01-08 11:30:00,34.83,53.63,24.05, , , 
2020-01-08 11:45:00,33.76,56.08,23.80, , , 
2020-01-08 12:00:00,35.30,51.29,23.74, , , 
2020-01-08 12:15:00,35.48,52.18,24.19, , , 
2020-01-08 12:30:00,34.96,49.48,22.83, , , 
2020-01-08 12:45:00,35.60,49.57,23.45, , , 
2020-01-08 13:00:00,35.56,51.07,23.91, , , 
2020-01-08 13:15:00,35.82,50.37,23.91, , , 
2020-01-08 13:30:00,36.38,48.61,23.83, , , 
2020-01-08 13:45:00,35.90,50.05,23.89, , , 
2020-01-08 14:00:00,35.65,51.61,24.16, , , 
2020-01-08 14:15:00,34.19,54.82,23.83, , , 
2020-01-08 14:30:00,33.89,54.76,23.53, , , 
2020-01-08 14:45:00,33.55,54.73,23.20, , , 
2020-01-08 15:00:00,33.55,55.26,23.36, , , 
2020-01-08 15:15:00,33.67,52.68,22.69, , , 
2020-01-08 15:30:00,33.97,51.13,22.47, , , 
2020-01-08 15:45:00,34.27,49.92,22.35, , , 
2020-01-08 16:00:00,34.10,50.62,22.43, , , 
2020-01-08 16:15:00,33.16,52.87,22.27, , , 
2020-01-08 16:30:00,31.27,58.01,22.05, , , 
2020-01-08 16:45:00,29.81,62.29,21.85, , , 
2020-01-08 17:00:00,29.08,64.88,21.83, , , 
2020-01-08 17:15:00,28.53,65.03,21.34, , , 
2020-01-08 17:30:00,27.93,68.35,21.58, , , 
2020-01-08 17:45:00,27.41,69.66,21.40, , , 
2020-01-08 18:00:00,27.20,70.88,21.48, , , 
2020-01-08 18:15:00,27.11,72.04,21.66, , , 
2020-01-08 18:30:00,26.90,71.77,21.39, , , 
2020-01-08 18:45:00,26.77,69.84,20.83, , , 
2020-01-08 19:00:00,26.64,71.77,21.15, , , 
2020-01-08 19:15:00,26.64,73.34,21.50, , , 
2020-01-08 19:30:00,26.60,72.69,21.31, , , 
2020-01-08 19:45:00,26.55,73.16,21.38, , , 
2020-01-08 20:00:00,26.51,73.78,21.47, , , 
2020-01-08 20:15:00,26.64,73.25,21.48, , , 
2020-01-08 20:30:00,26.64,74.60,21.78, , , 
2020-01-08 20:45:00,26.55,76.47,22.10, , , 
2020-01-08 21:00:00,26.47,73.75,21.43, , , 
2020-01-08 21:15:00,26.21,75.18,21.49, , , 
2020-01-08 21:30:00,24.92,82.64,21.79, , , 
2020-01-08 21:45:00,24.32,83.52,21.38, , , 
2020-01-08 22:00:00,23.89,85.13,21.27, , , 
2020-01-08 22:15:00,23.68,86.39,21.30, , , 
2020-01-08 22:30:00,23.81,87.43,21.62, , , 
2020-01-08 22:45:00,23.46,86.81,21.17, , , 
2020-01-08 23:00:00,23.34,87.68,21.20, , , 
2020-01-08 23:15:00,23.34,85.55,20.80, , , 
2020-01-08 23:30:00,23.16,89.40,21.35, , , 
2020-01-08 23:45:00,23.21,88.62,21.25, , , 
2020-01-09 00:00:00,23.34,88.65,21.38, , , 
2020-01-09 00:15:00,23.64,89.06,21.75, , , 
2020-01-09 00:30:00,24.36,86.20,21.94, , , 
2020-01-09 00:45:00,24.71,85.30,22.10, , , 
2020-01-09 01:00:00,24.79,84.06,21.95, , , 
2020-01-09 01:15:00,24.88,82.64,21.75, , , 
2020-01-09 01:30:00,24.97,82.16,21.74, , , 
2020-01-09 01:45:00,25.01,82.19,21.79, , , 
2020-01-09 02:00:00,25.09,82.22,21.88, , , 
2020-01-09 02:15:00,25.14,81.91,21.85, , , 
2020-01-09 02:30:00,25.27,80.82,21.76, , , 
2020-01-09 02:45:00,25.27,79.90,21.57, , , 
2020-01-09 03:00:00,25.39,78.15,21.34, , , 
2020-01-09 03:15:00,25.35,78.72,21.41, , , 
2020-01-09 03:30:00,25.39,78.72,21.46, , , 
2020-01-09 03:45:00,25.44,80.13,21.79, , , 
2020-01-09 04:00:00,25.44,80.02,21.76, , , 
2020-01-09 04:15:00,25.48,79.16,21.63, , , 
2020-01-09 04:30:00,25.39,80.39,21.80, , , 
2020-01-09 04:45:00,25.39,79.13,21.54, , , 
2020-01-09 05:00:00,25.48,79.04,21.61, , , 
2020-01-09 05:15:00,25.52,77.71,21.37, , , 
2020-01-09 05:30:00,25.48,77.37,21.25, , , 
2020-01-09 05:45:00,25.48,80.02,21.81, , , 
2020-01-09 06:00:00,25.35,80.51,21.78, , , 
2020-01-09 06:15:00,25.31,79.99,21.63, , , 
2020-01-09 06:30:00,25.44,79.21,21.60, , , 
2020-01-09 06:45:00,25.44,79.56,21.67, , , 
2020-01-09 07:00:00,25.57,78.26,21.53, , , 
2020-01-09 07:15:00,25.74,79.27,21.90, , , 
2020-01-09 07:30:00,26.08,75.45,21.43, , , 
2020-01-09 07:45:00,26.51,76.06,21.97, , , 
2020-01-09 08:00:00,26.38,77.37,22.13, , , 
2020-01-09 08:15:00,26.90,75.59,22.24, , , 
2020-01-09 08:30:00,28.10,71.74,22.54, , , 
2020-01-09 08:45:00,29.17,68.56,22.82, , , 
2020-01-09 09:00:00,29.81,66.97,23.04, , , 
2020-01-09 09:15:00,29.64,67.48,23.00, , , 
2020-01-09 09:30:00,30.03,66.75,23.19, , , 
2020-01-09 09:45:00,31.31,63.02,23.46, , , 
2020-01-09 10:00:00,32.09,60.14,23.41, , , 
2020-01-09 10:15:00,30.93,62.23,22.88, , , 
2020-01-09 10:30:00,32.00,60.39,23.39, , , 
2020-01-09 10:45:00,32.86,57.73,23.45, , , 
2020-01-09 11:00:00,32.13,59.89,23.38, , , 
2020-01-09 11:15:00,32.94,58.97,23.88, , , 
2020-01-09 11:30:00,33.46,56.51,23.65, , , 
2020-01-09 11:45:00,34.57,54.10,23.96, , , 
2020-01-09 12:00:00,34.32,54.04,23.70, , , 
2020-01-09 12:15:00,35.13,51.32,23.60, , , 
2020-01-09 12:30:00,35.48,50.85,23.76, , , 
2020-01-09 12:45:00,34.79,52.30,23.60, , , 
2020-01-09 13:00:00,34.66,51.48,23.22, , , 
2020-01-09 13:15:00,34.70,51.48,23.25, , , 
2020-01-09 13:30:00,34.45,52.81,23.44, , , 
2020-01-09 13:45:00,34.57,51.51,23.15, , , 
2020-01-09 14:00:00,34.27,51.67,22.92, , , 
2020-01-09 14:15:00,33.80,51.92,22.57, , , 
2020-01-09 14:30:00,33.80,53.25,22.99, , , 
2020-01-09 14:45:00,33.42,51.58,22.10, , , 
2020-01-09 15:00:00,32.69,53.31,21.97, , , 
2020-01-09 15:15:00,31.83,56.51,22.14, , , 
2020-01-09 15:30:00,31.96,55.51,21.96, , , 
2020-01-09 15:45:00,31.19,59.22,22.31, , , 
2020-01-09 16:00:00,30.33,60.36,21.81, , , 
2020-01-09 16:15:00,30.07,60.33,21.56, , , 
2020-01-09 16:30:00,29.47,63.21,21.76, , , 
2020-01-09 16:45:00,28.70,65.30,21.57, , , 
2020-01-09 17:00:00,28.14,66.18,21.26, , , 
2020-01-09 17:15:00,27.71,67.21,21.10, , , 
2020-01-09 17:30:00,27.37,69.21,21.25, , , 
2020-01-09 17:45:00,27.02,70.44,21.21, , , 
2020-01-09 18:00:00,26.81,70.05,20.92, , , 
2020-01-09 18:15:00,26.64,70.91,20.95, , , 
2020-01-09 18:30:00,26.51,72.66,21.22, , , 
2020-01-09 18:45:00,26.51,72.19,21.12, , , 
2020-01-09 19:00:00,26.47,72.21,21.08, , , 
2020-01-09 19:15:00,26.38,73.10,21.20, , , 
2020-01-09 19:30:00,26.38,74.19,21.44, , , 
2020-01-09 19:45:00,26.30,72.78,21.04, , , 
2020-01-09 20:00:00,25.74,77.83,21.60, , , 
2020-01-09 20:15:00,25.78,74.45,20.92, , , 
2020-01-09 20:30:00,25.14,78.20,21.10, , , 
2020-01-09 20:45:00,24.92,79.90,21.24, , , 
2020-01-09 21:00:00,25.22,78.58,21.26, , , 
2020-01-09 21:15:00,25.57,77.71,21.41, , , 
2020-01-09 21:30:00,25.82,76.96,21.50, , , 
2020-01-09 21:45:00,25.87,74.98,21.12, , , 
2020-01-09 22:00:00,25.95,72.66,20.69, , , 
2020-01-09 22:15:00,25.95,72.57,20.67, , , 
2020-01-09 22:30:00,25.99,73.10,20.83, , , 
2020-01-09 22:45:00,25.95,73.16,20.80, , , 
2020-01-09 23:00:00,25.99,70.82,20.31, , , 
2020-01-09 23:15:00,25.82,70.26,20.02, , , 
2020-01-09 23:30:00,25.91,71.12,20.30, , , 
2020-01-09 23:45:00,25.87,73.95,20.89, , , 
2020-01-10 00:00:00,25.91,74.48,21.05, , , 
2020-01-10 00:15:00,25.82,74.98,21.08, , , 
2020-01-10 00:30:00,25.87,74.92,21.10, , , 
2020-01-10 00:45:00,25.91,74.60,21.07, , , 
2020-01-10 01:00:00,25.87,74.51,21.01, , , 
2020-01-10 01:15:00,25.78,75.56,21.16, , , 
2020-01-10 01:30:00,25.78,76.03,21.26, , , 
2020-01-10 01:45:00,25.78,74.04,20.83, , , 
2020-01-10 02:00:00,25.69,74.13,20.77, , , 
2020-01-10 02:15:00,25.74,75.91,21.19, , , 
2020-01-10 02:30:00,25.74,75.91,21.19, , , 
2020-01-10 02:45:00,25.82,75.39,21.16, , , 
2020-01-10 03:00:00,25.91,74.95,21.15, , , 
2020-01-10 03:15:00,25.99,74.95,21.23, , , 
2020-01-10 03:30:00,25.99,73.19,20.85, , , 
2020-01-10 03:45:00,25.91,74.13,20.97, , , 
2020-01-10 04:00:00,25.91,74.66,21.09, , , 
2020-01-10 04:15:00,25.95,75.88,21.40, , , 
2020-01-10 04:30:00,25.87,72.72,20.62, , , 
2020-01-10 04:45:00,25.78,73.57,20.72, , , 
2020-01-10 05:00:00,25.74,73.66,20.70, , , 
2020-01-10 05:15:00,25.74,71.59,20.24, , , 
2020-01-10 05:30:00,25.74,71.56,20.23, , , 
2020-01-10 05:45:00,25.74,71.30,20.17, , , 
2020-01-10 06:00:00,25.74,72.54,20.45, , , 
2020-01-10 06:15:00,25.78,70.26,19.98, , , 
2020-01-10 06:30:00,25.82,72.07,20.43, , , 
2020-01-10 06:45:00,25.74,73.13,20.59, , , 
2020-01-10 07:00:00,25.87,73.01,20.68, , , 
2020-01-10 07:15:00,25.74,74.54,20.90, , , 
2020-01-10 07:30:00,25.95,72.75,20.71, , , 
2020-01-10 07:45:00,26.17,71.74,20.69, , , 
2020-01-10 08:00:00,26.42,71.77,20.94, , , 
2020-01-10 08:15:00,26.98,70.41,21.16, , , 
2020-01-10 08:30:00,27.28,68.02,20.89, , , 
2020-01-10 08:45:00,28.05,63.48,20.50, , , 
2020-01-10 09:00:00,28.91,64.36,21.53, , , 
2020-01-10 09:15:00,29.98,63.05,22.21, , , 
2020-01-10 09:30:00,30.11,63.57,22.47, , , 
2020-01-10 09:45:00,30.20,61.10,21.89, , , 
2020-01-10 10:00:00,30.07,61.59,21.90, , , 
2020-01-10 10:15:00,30.63,62.66,22.71, , , 
2020-01-10 10:30:00,31.01,60.23,22.43, , , 
2020-01-10 10:45:00,31.92,53.98,21.46, , , 
2020-01-10 11:00:00,31.79,55.01,21.66, , , 
2020-01-10 11:15:00,32.47,51.99,21.36, , , 
2020-01-10 11:30:00,33.37,52.62,22.39, , , 
2020-01-10 11:45:00,32.22,54.01,21.75, , , 
2020-01-10 12:00:00,33.25,50.81,21.70, , , 
2020-01-10 12:15:00,32.99,52.62,22.04, , , 
2020-01-10 12:30:00,33.42,51.29,22.01, , , 
2020-01-10 12:45:00,32.99,50.97,21.52, , , 
2020-01-10 13:00:00,33.12,51.51,21.81, , , 
2020-01-10 13:15:00,33.46,50.78,21.89, , , 
2020-01-10 13:30:00,32.60,53.06,21.82, , , 
2020-01-10 13:45:00,32.56,52.27,21.53, , , 
2020-01-10 14:00:00,32.22,52.21,21.20, , , 
2020-01-10 14:15:00,32.77,51.77,21.57, , , 
2020-01-10 14:30:00,31.96,52.18,20.95, , , 
2020-01-10 14:45:00,32.13,54.29,21.76, , , 
2020-01-10 15:00:00,32.13,53.76,21.59, , , 
2020-01-10 15:15:00,31.06,56.70,21.47, , , 
2020-01-10 15:30:00,31.01,57.67,21.71, , , 
2020-01-10 15:45:00,29.64,60.51,21.21, , , 
2020-01-10 16:00:00,30.24,56.82,20.75, , , 
2020-01-10 16:15:00,29.90,60.05,21.33, , , 
2020-01-10 16:30:00,28.65,63.57,21.09, , , 
2020-01-10 16:45:00,28.01,65.94,21.07, , , 
2020-01-10 17:00:00,27.50,65.09,20.38, , , 
2020-01-10 17:15:00,26.94,66.72,20.25, , , 
2020-01-10 17:30:00,26.55,69.90,20.63, , , 
2020-01-10 17:45:00,26.42,69.48,20.41, , , 
2020-01-10 18:00:00,26.34,68.95,20.21, , , 
2020-01-10 18:15:00,26.12,69.72,20.18, , , 
2020-01-10 18:30:00,26.08,69.30,20.04, , , 
2020-01-10 18:45:00,26.12,68.47,19.89, , , 
2020-01-10 19:00:00,26.04,69.45,20.04, , , 
2020-01-10 19:15:00,26.08,67.93,19.72, , , 
2020-01-10 19:30:00,26.12,66.91,19.52, , , 
2020-01-10 19:45:00,26.04,67.51,19.58, , , 
2020-01-10 20:00:00,26.08,66.91,19.47, , , 
2020-01-10 20:15:00,25.95,69.42,19.95, , , 
2020-01-10 20:30:00,25.91,70.17,20.08, , , 
2020-01-10 20:45:00,25.87,71.65,20.38, , , 
2020-01-10 21:00:00,25.65,71.30,20.09, , , 
2020-01-10 21:15:00,25.69,70.32,19.91, , , 
2020-01-10 21:30:00,25.74,69.72,19.81, , , 
2020-01-10 21:45:00,25.74,71.30,20.17, , , 
2020-01-10 22:00:00,25.69,74.01,20.74, , , 
2020-01-10 22:15:00,25.48,74.10,20.55, , , 
2020-01-10 22:30:00,25.61,72.69,20.36, , , 
2020-01-10 22:45:00,25.61,71.56,20.11, , , 
2020-01-10 23:00:00,25.57,71.62,20.08, , , 
2020-01-10 23:15:00,25.52,72.95,20.34, , , 
2020-01-10 23:30:00,25.14,74.77,20.37, , , 
2020-01-10 23:45:00,24.92,72.54,19.67, , , 
2020-01-11 00:00:00,24.88,75.80,20.34, , , 
2020-01-11 00:15:00,24.92,76.67,20.57, , , 
2020-01-11 00:30:00,25.14,74.89,20.39, , , 
2020-01-11 00:45:00,25.35,71.68,19.89, , , 
2020-01-11 01:00:00,25.39,72.04,20.01, , , 
2020-01-11 01:15:00,25.48,72.10,20.11, , , 
2020-01-11 01:30:00,25.48,72.16,20.12, , , 
2020-01-11 01:45:00,25.48,74.39,20.62, , , 
2020-01-11 02:00:00,25.35,73.57,20.31, , , 
2020-01-11 02:15:00,25.39,72.51,20.12, , , 
2020-01-11 02:30:00,25.09,77.57,20.92, , , 
2020-01-11 02:45:00,25.18,73.48,20.13, , , 
2020-01-11 03:00:00,25.31,73.95,20.35, , , 
2020-01-11 03:15:00,25.31,73.57,20.27, , , 
2020-01-11 03:30:00,25.31,72.57,20.05, , , 
2020-01-11 03:45:00,25.39,72.57,20.13, , , 
2020-01-11 04:00:00,25.52,71.74,20.07, , , 
2020-01-11 04:15:00,25.57,72.95,20.38, , , 
2020-01-11 04:30:00,25.52,69.69,19.60, , , 
2020-01-11 04:45:00,25.44,70.11,19.61, , , 
2020-01-11 05:00:00,25.35,70.56,19.63, , , 
2020-01-11 05:15:00,25.35,71.50,19.85, , , 
2020-01-11 05:30:00,25.27,73.92,20.31, , , 
2020-01-11 05:45:00,25.05,73.07,19.91, , , 
2020-01-11 06:00:00,25.01,75.82,20.47, , , 
2020-01-11 06:15:00,25.01,75.30,20.36, , , 
2020-01-11 06:30:00,25.14,71.59,19.66, , , 
2020-01-11 06:45:00,25.14,71.65,19.68, , , 
2020-01-11 07:00:00,25.18,73.04,20.03, , , 
2020-01-11 07:15:00,25.39,72.92,20.21, , , 
2020-01-11 07:30:00,25.31,74.04,20.37, , , 
2020-01-11 07:45:00,25.35,77.34,21.12, , , 
2020-01-11 08:00:00,24.54,80.73,21.03, , , 
2020-01-11 08:15:00,23.59,82.02,20.37, , , 
2020-01-11 08:30:00,24.54,82.22,21.33, , , 
2020-01-11 08:45:00,24.71,79.79,21.01, , , 
2020-01-11 09:00:00,26.21,77.45,21.98, , , 
2020-01-11 09:15:00,27.45,73.51,22.32, , , 
2020-01-11 09:30:00,28.23,70.32,22.33, , , 
2020-01-11 09:45:00,27.80,71.53,22.20, , , 
2020-01-11 10:00:00,29.21,67.48,22.60, , , 
2020-01-11 10:15:00,29.34,65.18,22.15, , , 
2020-01-11 10:30:00,29.64,65.21,22.44, , , 
2020-01-11 10:45:00,29.98,61.56,21.81, , , 
2020-01-11 11:00:00,30.84,60.94,22.46, , , 
2020-01-11 11:15:00,31.01,61.22,22.69, , , 
2020-01-11 11:30:00,29.68,64.24,22.23, , , 
2020-01-11 11:45:00,31.01,62.72,23.09, , , 
2020-01-11 12:00:00,31.49,60.05,22.82, , , 
2020-01-11 12:15:00,31.23,61.52,22.98, , , 
2020-01-11 12:30:00,29.98,65.27,22.78, , , 
2020-01-11 12:45:00,28.14,72.16,22.68, , , 
2020-01-11 13:00:00,28.48,71.24,22.79, , , 
2020-01-11 13:15:00,29.00,68.44,22.62, , , 
2020-01-11 13:30:00,30.54,63.63,22.89, , , 
2020-01-11 13:45:00,30.20,61.34,21.96, , , 
2020-01-11 14:00:00,30.97,59.96,22.31, , , 
2020-01-11 14:15:00,31.27,58.47,22.18, , , 
2020-01-11 14:30:00,30.93,59.96,22.27, , , 
2020-01-11 14:45:00,31.06,59.74,22.33, , , 
2020-01-11 15:00:00,30.67,61.19,22.36, , , 
2020-01-11 15:15:00,30.46,62.87,22.61, , , 
2020-01-11 15:30:00,29.73,63.76,22.15, , , 
2020-01-11 15:45:00,29.38,63.70,21.81, , , 
2020-01-11 16:00:00,29.51,63.48,21.88, , , 
